city_ID,city,lat,lng,Min Temp,Max Temp,Humidity,Cloudiness
92,Wörgl,47.4831,12.0664,33.53,33.53,94,100
93,Schwaz,47.35,11.7,28.89,45.57,68,100
94,Marchtrenk,48.1917,14.1106,24.66,28.44,91,20
95,Hard,47.4892,9.69,30.33,48.65,81,100
96,Feldbach,46.955,15.8883,27.75,31.82,92,99
97,Gmunden,47.9181,13.7994,23.18,26.85,87,100
98,Korneuburg,48.3453,16.3331,27.19,31.84,91,100
99,Neunkirchen,47.7269,16.0817,24.89,27.25,71,100
100,Manama,26.225,50.5775,55.6,66.18,77,1
101,Al Muḩarraq,26.25,50.6167,55.58,66.18,77,2
102,Madīnat Ḩamad,26.1128,50.5139,55.17,65.75,70,0
103,Madīnat ‘Īsá,26.1736,50.5478,55.54,66.15,77,1
104,Brussels,50.8353,4.3314,49.89,53.82,81,0
105,Antwerp,51.2211,4.3997,47.91,53.96,82,0
106,Gent,51.0536,3.7253,48.06,52.95,88,100
107,Charleroi,50.4167,4.4442,50.34,53.42,82,40
108,Liège,50.6397,5.5706,50.22,55.51,71,0
109,Bruges,51.2089,3.2242,48.07,51.89,84,100
110,Anderlecht,50.8392,4.3297,49.89,53.82,81,0
111,Namur,50.4667,4.8667,50.05,52.88,85,100
112,Leuven,50.8775,4.7044,48.67,53.71,80,75
113,Moortebeek,50.8547,4.3386,49.91,53.85,80,0
114,Mons,50.455,3.952,49.08,53.22,69,75
115,Mechelen,51.0281,4.4803,48.92,54.01,81,0
116,Aalst,50.9383,4.0392,48.88,53.92,87,100
117,La Louvière,50.4778,4.1881,49.15,53.47,84,40
118,Hasselt,50.9305,5.3385,49.68,55.85,82,100
119,Sint-Niklaas,51.1644,4.1392,48,53.89,86,100
120,Kortrijk,50.8333,3.2667,48.07,51.1,88,100
121,Ostend,51.2333,2.9333,48.15,51.98,82,0
122,Tournai,50.6,3.3833,48.99,50.14,95,100
123,Genk,50.95,5.5,50.09,55.38,77,100
124,Seraing,50.5986,5.5122,49.78,53.91,71,0
125,Roeselare,50.9447,3.1233,47.93,51.75,88,100
126,Mouscron,50.7444,3.2156,48.67,50.72,85,100
127,Forest,50.8117,4.3181,49.86,53.8,81,0
128,Verviers,50.5833,5.85,49.06,54.25,79,100
129,Beveren,51.2,4.25,48.88,53.98,82,0
130,Etterbeek,50.8361,4.3861,49.35,53.28,80,0
131,Beringen,51.0333,5.2167,48.74,54.86,79,100
132,Dendermonde,51.0167,4.1,48.97,54.07,81,100
133,Turnhout,51.3167,4.9333,47.77,53.94,90,100
134,Vilvoorde,50.9281,4.4245,48.87,53.91,81,0
135,Jette,50.8758,4.3244,49.68,53.62,80,0
136,Heist-op-den-Berg,51.0758,4.7286,48.67,53.71,82,100
137,Dilbeek,50.8333,4.25,49.59,53.53,79,0
138,Lokeren,51.1,3.9833,48.94,54.05,83,100
139,Evere,50.8719,4.4033,49.51,53.44,80,0
140,Geel,51.1611,4.9903,47.77,54.25,80,100
141,Sint-Truiden,50.8167,5.1833,49.59,54.61,85,100
142,Herstal,50.6644,5.63,50.31,55.6,76,0
143,Braine-l’Alleud,50.6806,4.3717,49.44,52.9,83,100
144,Halle,50.7361,4.2372,50.23,53.67,83,100
145,Ninove,50.8333,4.0167,48.92,53.96,88,100
146,Waregem,50.8811,3.4001,49.05,51.1,88,100
147,Wilrijk,51.1667,4.3833,48.81,53.91,82,0
148,Mechelen-aan-de-Maas,50.9967,5.7025,51.64,54.9,76,100
149,Brasschaat,51.2931,4.4894,47.95,54,82,0
150,Grimbergen,50.9333,4.3833,48.72,53.76,81,0
151,Lierre,51.1311,4.5697,48.94,54.05,83,0
152,Mol,51.1842,5.1156,47.75,54.25,86,100
153,Châtelet,50.4,4.5167,49.89,52.5,81,40
154,São Paulo,-23.5504,-46.6339,63.45,66.34,91,100
155,Rio de Janeiro,-22.9083,-43.1964,71.55,71.58,88,100
156,Belo Horizonte,-19.9281,-43.9419,67.5,67.5,97,100
157,Brasília,-15.7939,-47.8828,67.62,68.11,88,75
158,Salvador,-12.9708,-38.5108,78.76,78.76,80,98
159,Fortaleza,-3.7275,-38.5275,80.02,80.51,78,40
160,Curitiba,-25.4297,-49.2719,60.67,65.19,72,100
161,Manaus,-3.1,-60.0167,79.09,80.87,74,0
162,Recife,-8.0539,-34.8808,80.64,80.64,69,40
163,Belém,-1.4558,-48.5039,77.04,77.04,94,0
164,Porto Alegre,-30.0328,-51.23,68.99,70.27,75,75
165,Goiânia,-16.6806,-49.2564,71.29,71.29,94,40
166,Guarulhos,-23.4667,-46.5333,63.55,66.45,94,100
167,Vila Velha,3.2167,-51.2167,73.02,73.02,97,100
168,Campinas,-22.9009,-47.0573,67.84,69.15,88,100
169,São Gonçalo,-22.8269,-43.0539,71.42,71.46,88,100
170,São Luís,-2.53,-44.3028,82.6,82.6,74,20
171,Maceió,-9.6658,-35.735,74.64,74.64,88,0
172,Natal,-6.9838,-60.2699,71.91,71.91,99,100
173,Campo Grande,-20.4686,-54.6222,73.74,73.74,88,40
174,Natal,-5.795,-35.2089,79.45,79.45,83,40
175,Teresina,-5.0949,-42.8042,80.38,80.38,74,75
176,Iguaçu,-22.74,-43.47,71.35,71.38,98,100
177,São Bernardo do Campo,-23.6939,-46.565,63.1,65.01,92,100
178,João Pessoa,-7.12,-34.88,79.09,79.09,83,40
179,Abaeté,-19.1583,-45.4522,68.22,68.22,97,100
180,Santo André,-23.6572,-46.5333,61.09,66.36,92,100
181,Jaboatão,-8.1803,-35.0014,79.99,79.99,69,40
182,Osasco,-23.5328,-46.7919,63.68,66.6,92,100
183,São José dos Campos,-23.1789,-45.8869,64.78,64.78,98,100
184,Ribeirão Prêto,-21.1783,-47.8067,73.4,73.4,83,100
185,Contagem,-19.9319,-44.0539,66.72,66.72,96,100
186,Sorocaba,-23.5019,-47.4578,70.09,70.09,94,100
187,Aracaju,-10.9167,-37.05,76.98,76.98,88,0
188,Feira de Santana,-12.2669,-38.9669,70.77,70.77,84,100
189,Uberlândia,-18.9189,-48.2769,68.79,68.79,92,100
190,Cuiabá,-15.5958,-56.0969,76.93,76.93,83,40
191,Juiz de Fora,-21.75,-43.35,64.38,64.38,99,100
192,Londrina,-23.31,-51.1628,67.66,67.66,88,0
193,Joinvile,-26.3039,-48.8458,71.1,71.1,99,100
194,Ananindeua,-1.3658,-48.3719,76.91,76.91,94,0
195,Niterói,-22.8833,-43.1036,70.43,70.43,94,100
196,Serra,-20.1289,-40.3078,72.46,74.66,94,100
197,Florianópolis,-27.5933,-48.553000000000004,66.94,71.73,100,100
198,Macapá,0.033,-51.0653,80.58,80.58,89,0
199,Vila Velha,-20.3364,-40.2936,72.93,75.13,98,100
200,Campos,-21.7539,-41.3239,72.23,72.23,98,100
201,Mauá,-23.6678,-46.4608,61.09,66.36,95,100
202,São José do Rio Prêto,-20.82,-49.3789,69.49,69.49,95,100
203,Caxias do Sul,-29.1678,-51.1789,60.49,62.96,98,100
204,Toronto,43.7417,-79.3733,29.48,31.32,70,13
205,Montréal,45.5089,-73.5617,25.45,29.1,79,11
206,Vancouver,49.25,-123.1,12.18,21.7,91,100
207,Calgary,51.05,-114.0667,-23.3,-13.41,68,18
208,Edmonton,53.5344,-113.4903,-15.88,-12.5,78,100
209,Ottawa,45.4247,-75.695,23.65,24.89,84,9
210,Mississauga,43.6,-79.65,26.35,31.17,73,32
211,Winnipeg,49.8844,-97.1464,0.03,3.02,81,100
212,Quebec City,46.8139,-71.2081,29.44,32.38,76,92
213,Hamilton,43.2567,-79.8692,26.2,31.98,79,19
214,Brampton,43.6833,-79.7667,25.36,30.58,76,20
215,Surrey,49.19,-122.8489,12,21.52,88,100
216,Kitchener,43.4186,-80.4728,23.5,24.82,94,52
217,Laval,45.5833,-73.75,25.21,28.87,79,13
218,Halifax,44.6475,-63.5906,33.15,34.92,94,100
219,London,42.9836,-81.2497,25.02,27.27,78,83
220,Victoria,48.4283,-123.3647,19.33,29.23,85,100
221,Markham,43.8767,-79.2633,29.08,29.95,88,50
222,St. Catharines,43.1833,-79.2333,28.96,32.09,73,100
223,Niagara Falls,43.06,-79.1067,27.9,31.14,78,100
224,Vaughan,43.8333,-79.5,28.76,29.61,72,13
225,Gatineau,45.4833,-75.65,23.79,25.03,94,9
226,Windsor,42.2833,-83.0,23.11,27.14,82,100
227,Saskatoon,52.1333,-106.6833,-6.95,-6.95,98,100
228,Longueuil,45.5333,-73.5167,25.52,29.16,79,11
229,Burnaby,49.2667,-122.9667,12.2,21.72,91,100
230,Regina,50.4547,-104.6067,-5.46,-5.46,99,100
231,Richmond,49.1667,-123.1333,12.94,22.68,92,100
232,Richmond Hill,43.8667,-79.4333,28.76,29.61,90,23
233,Oakville,43.45,-79.6833,27.25,32.05,76,44
234,Burlington,43.3167,-79.8,26.44,32.22,79,28
235,Barrie,44.3711,-79.6769,24.51,24.51,95,85
236,Oshawa,43.9,-78.85,27.07,30.9,74,100
237,Sherbrooke,45.4,-71.9,27.18,27.18,86,100
238,Saguenay,48.4167,-71.0667,28.08,28.08,90,97
239,Lévis,46.8,-71.1833,28.87,31.82,76,91
240,Kelowna,49.8881,-119.4956,-4.9,-4.9,95,97
241,Abbotsford,49.05,-122.3167,10.54,19.74,67,100
242,Coquitlam,49.2839,-122.7919,12.65,22.17,88,100
243,Trois-Rivières,46.35,-72.55,24.48,24.48,89,41
244,Guelph,43.55,-80.25,23.45,29.23,87,83
245,Cambridge,43.3972,-80.3114,23.76,29.52,87,53
246,Whitby,43.8833,-78.9417,27.21,31.06,74,100
247,Ajax,43.8583,-79.0364,27.1,30.94,74,100
248,Langley,49.1044,-122.5827,11.91,21.7,77,100
249,Saanich,48.483999999999995,-123.381,18.97,28.87,85,100
250,Terrebonne,45.7,-73.6333,25.45,29.08,77,14
251,Milton,43.5083,-79.8833,25.59,30.81,80,57
252,St. John's,47.4817,-52.7971,35.31,37.72,97,100
253,Moncton,46.1328,-64.7714,31.95,33.22,99,100
254,Santiago,-33.45,-70.6667,63.63,71.62,43,0
255,Puente Alto,-33.6167,-70.5833,61.95,69.94,44,12
256,Maipú,-33.5167,-70.7667,64.42,72.41,45,0
257,La Florida,-33.55,-70.5667,62.38,70.38,42,9
258,Antofagasta,-23.6464,-70.398,67.39,67.39,77,26
259,Viña del Mar,-33.0245,-71.5518,56.68,56.68,82,0
260,San Bernardo,-33.6,-70.7167,63.45,71.44,44,8
261,Valparaíso,-33.0458,-71.6197,56.64,56.64,82,0
262,Temuco,-38.7399,-72.5901,49.78,49.78,94,29
263,Las Condes,-33.4167,-70.5833,62.28,70.27,42,0
264,Rancagua,-34.1654,-70.7398,61.25,61.25,51,12
265,Concepción,-36.8271,-73.0503,58.82,58.82,77,0
266,Talca,-35.4269,-71.6656,55.92,55.92,65,0
267,Coquimbo,-29.9532,-71.33800000000001,60.67,60.67,88,100
268,Arica,-18.4784,-70.3211,68.38,71.28,77,0
269,La Serena,-29.9027,-71.252,60.21,60.21,88,100
270,Iquique,-20.2141,-70.1524,70.14,70.14,78,1
271,Puerto Montt,-41.4718,-72.9396,59.77,59.77,88,100
272,Chillán,-36.6067,-72.1033,57.52,57.52,67,0
273,Calama,-22.4624,-68.9272,59.4,59.4,31,0
274,Copiapó,-27.3665,-70.3323,58.69,58.69,55,0
275,Valdivia,-39.8142,-73.2459,52,52,91,98
276,Quilpué,-33.0498,-71.4415,55.4,55.4,82,0
277,Talcahuano,-36.7145,-73.1141,59.05,59.05,77,0
278,Osorno,-40.5667,-73.15,59.31,59.31,72,75
279,Colina,-33.2,-70.6833,63.05,71.04,58,3
280,Los Ángeles,-37.4707,-72.3517,51.6,51.6,77,8
281,Curicó,-34.9854,-71.2394,62.65,62.65,59,0
282,Villa Alemana,-33.0428,-71.3744,55.13,55.13,82,0
283,Melipilla,-33.7,-71.2167,52.61,53.38,81,3
284,Punta Arenas,-53.1627,-70.9081,53.29,53.89,62,0
285,La Granja,-33.5431,-70.6319,62.98,70.97,42,7
286,Coronel,-37.0167,-73.1333,59.02,59.02,87,52
287,Alto Hospicio,-20.25,-70.1167,64.65,64.65,77,1
288,Lo Barnechea,-33.35,-70.5167,60.12,68.11,41,4
289,Espejo,-33.5333,-70.7167,63.82,71.82,44,0
290,Buin,-33.7333,-70.75,64.44,72.43,58,8
291,San Joaquín,-33.5,-70.6167,63.3,71.29,42,0
292,La Reina,-33.45,-70.55,62.28,70.27,42,5
293,Peñaflor,-33.6167,-70.9167,51.03,73.76,65,4
294,San Antonio,-33.5809,-71.6132,54.19,54.97,94,1
295,Chiguayante,-36.9167,-73.0167,55.92,55.92,77,0
296,Ovalle,-30.6031,-71.203,70.52,70.52,52,0
297,Linares,-35.8454,-71.5979,55.45,55.45,59,0
298,Quillota,-32.8799,-71.2474,55.29,55.29,84,3
299,San Felipe,-32.7507,-70.7251,69.12,69.12,60,0
300,Coyhaique,-45.5712,-72.0685,56.34,57.45,67,0
301,Los Andes,-32.8337,-70.5982,67.01,67.01,61,2
302,San Fernando,-34.5839,-70.9891,61.32,61.32,54,0
303,Talagante,-33.6667,-70.9333,51.31,73.35,66,4
304,San José,9.9333,-84.0833,61.14,63.05,75,55
305,Puerto Limón,10.0022,-83.084,72.16,72.16,83,95
306,Alajuela,10.0311,-84.2041,63.1,65.01,70,25
307,Liberia,10.6338,-85.4333,75.96,76.19,73,0
308,Puntarenas,9.9764,-84.8339,76.12,76.12,81,6
309,Quesada,10.3305,-84.44,69.08,69.08,98,51
310,Buenos Aires,9.1985,-83.2816,68.34,68.34,81,100
311,San Juan,9.9609,-84.0731,61.02,62.91,74,51
312,Cartago,9.8667,-83.9167,57.96,59.85,92,86
313,Cañas,10.43,-85.1,76.73,76.73,88,24
314,Heredia,9.9985,-84.1169,61.21,63.12,71,36
315,Colón,9.9096,-84.262,65.14,67.05,61,37
316,Santa Ana,9.932,-84.176,63.32,65.23,72,43
317,Santiago,9.8291,-84.3044,63.84,65.75,91,54
318,Sixaola,9.5579,-82.6698,71.91,71.91,85,99
319,Golfito,8.65,-83.15,71.28,71.28,94,99
320,La Cruz,11.0704,-85.63,74.61,74.61,81,6
321,Ciudad Cortés,8.96,-83.5239,74.84,74.84,94,100
322,Copenhagen,55.6805,12.5615,39.79,42.42,98,100
323,Aarhus,56.1572,10.2107,42.6,44.82,96,100
324,Odense,55.4004,10.3833,39.83,39.83,98,100
325,Aalborg,57.0337,9.9166,44.58,45.01,97,100
326,Esbjerg,55.467,8.45,42.91,46.49,96,100
327,Vejle,55.708999999999996,9.535,43.83,45.32,94,100
328,Roskilde,55.65,12.0833,40.96,42.49,96,100
329,Viborg,56.4333,9.4,43.2,46.06,98,100
330,Svendborg,55.0704,10.6167,39.61,39.61,97,100
331,Hillerød,55.9333,12.3167,39.33,41.94,97,100
332,Frederikshavn,57.4337,10.5333,42.69,42.69,98,100
333,Sorø,55.433,11.5667,39.51,40.98,98,100
334,San Salvador,13.6989,-89.1914,67.93,73.58,90,45
335,Usulután,13.35,-88.45,74.97,74.97,68,2
336,Santa Ana,13.9833,-89.5333,74.1,74.1,68,34
337,San Miguel,13.4833,-88.1833,74.82,74.82,57,8
338,Mejicanos,13.7403,-89.2131,67.39,73.04,90,53
339,Santa Tecla,13.6742,-89.2899,64.67,70.32,90,38
340,Apopa,13.8,-89.1833,70.39,76.05,90,59
341,Delgado,13.7167,-89.1667,68.49,74.14,90,46
342,Ahuachapán,13.9214,-89.845,65.14,65.14,72,0
343,Sonsonate,13.7167,-89.7167,73.15,73.15,71,2
344,Colón,13.7167,-89.3667,68.81,74.46,90,34
345,Acajutla,13.5928,-89.8275,77.38,77.38,70,1
346,Chalchuapa,13.9833,-89.6833,67.17,67.17,72,11
347,Zacatecoluca,13.5,-88.8667,73.58,79.23,76,1
348,Cuscatancingo,13.7333,-89.1833,67.71,73.36,90,50
349,Quezaltepeque,13.8312,-89.2722,70.32,75.97,90,61
350,San Vicente,13.6333,-88.8,69.37,75.02,72,9
351,Nahuizalco,13.7833,-89.7333,68.92,68.92,71,1
352,Cojutepeque,13.7167,-88.9333,65.73,71.38,72,29
353,Jiquilisco,13.3167,-88.5833,76.01,76.01,70,1
354,San Pedro Perulapán,13.7667,-89.0333,67.98,73.63,70,47
355,Panchimalco,13.6094,-89.1792,68.83,74.48,90,28
356,Ciudad Barrios,13.7667,-88.2667,71.22,71.22,58,0
357,Santiago Nonualco,13.5167,-88.95,73.92,80.58,83,0
358,Armenia,13.75,-89.5,75.97,75.97,70,17
359,Atiquizaya,13.9667,-89.75,66.97,66.97,73,0
360,Tacuba,13.9,-89.9333,66.61,66.61,72,0
361,La Unión,13.3369,-87.8439,81.54,81.54,59,45
362,Chalatenango,14.0333,-88.9333,77.58,77.58,68,70
363,Sensuntepeque,13.8667,-88.6333,66.78,66.78,68,6
364,Sonzacate,13.7342,-89.7147,72.46,72.46,71,2
365,Juayúa,13.8436,-89.74600000000001,63.16,63.16,72,1
366,San Francisco,13.7,-88.1,78.22,78.22,52,5
367,Guaymango,13.75,-89.8333,70.47,70.47,72,0
368,Puerto El Triunfo,13.2833,-88.55,81.52,81.52,69,2
369,Santiago de María,13.4833,-88.4667,64.6,64.6,70,1
370,Concepción de Ataco,13.8667,-89.85,60.21,60.21,72,0
371,San Alejo,13.4333,-87.9667,79.65,79.65,69,0
372,Metapán,14.3333,-89.45,69.96,69.96,80,59
373,Anamorós,13.7333,-87.8667,79.16,79.16,48,10
374,El Paisnal,13.9667,-89.2167,78.15,78.15,63,77
375,Tepecoyo,13.7003,-89.4678,73.62,73.62,69,18
376,Cuisnahuat,13.6333,-89.6,79.34,79.34,70,6
377,Teotepeque,13.5853,-89.5183,76.39,76.39,69,5
378,Jocoro,13.6167,-88.0167,78.94,78.94,51,14
379,Caluco,13.7167,-89.6667,78.04,78.04,70,5
380,Estanzuelas,13.65,-88.5,79.84,79.84,69,0
381,Nueva Guadalupe,13.5333,-88.35,75.9,75.9,63,1
382,Agua Caliente,14.1667,-89.2167,75.06,75.06,68,93
383,El Porvenir,14.0207,-89.6471,67.69,67.69,71,18
384,Helsinki,60.1756,24.9342,28.53,30.65,86,75
385,Espoo,60.21,24.66,28.47,31.55,92,100
386,Tampere,61.4981,23.76,30.22,31.03,100,100
387,Vantaa,60.3,25.0333,28.11,30.47,83,75
388,Oulu,65.0142,25.4719,15.91,15.91,92,100
389,Turku,60.4517,22.27,31.42,34.21,93,100
390,Jyväskylä,62.2333,25.7333,25.41,27.21,95,100
391,Kuopio,62.8925,27.6783,17.55,17.55,93,100
392,Lahti,60.9804,25.655,28.35,28.35,97,100
393,Kouvola,60.8681,26.7042,28.74,29.25,99,100
394,Pori,61.4847,21.7972,33.87,33.87,93,100
395,Joensuu,62.6,29.7639,23.49,23.49,100,100
396,Lappeenranta,61.0583,28.1861,27.81,33.78,98,100
397,Hämeenlinna,61.0,24.4414,29.14,29.14,96,100
398,Vaasa,63.1,21.6167,28.31,28.42,93,100
399,Rovaniemi,66.5028,25.7285,11.68,11.68,92,100
400,Seinäjoki,62.7903,22.8403,27.86,28.94,98,100
401,Mikkeli,61.6875,27.2736,26.22,26.78,100,100
402,Kotka,60.4667,26.9458,29.46,29.46,86,100
403,Salo,60.3831,23.1331,29.41,33.15,95,100
404,Porvoo,60.3931,25.6639,30.13,32.23,92,100
405,Kokkola,63.8376,23.131999999999998,19.94,24.94,95,75
406,Lohja,60.25,24.0667,27.86,32.18,92,100
407,Hyvinkää,60.6306,24.8597,27.36,29.48,98,100
408,Nurmijärvi,60.4667,24.8083,27.91,31.01,89,75
409,Järvenpää,60.4722,25.0889,27.99,30.34,86,75
410,Rauma,61.1167,21.5,33.76,33.76,99,100
411,Kirkkonummi,60.1167,24.4167,28.56,32.13,100,100
412,Tuusula,60.4028,25.0292,27.88,30.24,82,75
413,Kajaani,64.225,27.7333,21.2,21.2,93,100
414,Savonlinna,61.8667,28.8831,23.11,23.11,93,75
415,Kerava,60.4028,25.1,27.91,30.29,76,75
416,Nokia,61.4767,23.5053,30.25,31.08,100,100
417,Ylöjärvi,61.55,23.5833,29.68,30.49,100,100
418,Kaarina,60.4069,22.3722,31.23,34.02,94,100
419,Kangasala,61.4639,24.065,30.15,30.97,100,100
420,Jyväskylän Maalaiskunta,62.2889,25.7417,25.21,27.01,95,100
421,Riihimäki,60.7333,24.7667,27.57,29.68,98,100
422,Vihti,60.4167,24.3331,28.13,31.71,87,100
423,Raseborg,59.975,23.4361,31.1,33.03,97,100
424,Imatra,61.1931,28.7764,28.09,34.07,84,100
425,Sastamala,61.3417,22.9083,30.54,30.85,97,100
426,Raahe,64.6847,24.4792,15.91,15.91,99,100
427,Raisio,60.4861,22.1694,31.28,34.07,93,100
428,Hollola,60.9886,25.5128,28.06,28.06,97,100
429,Lempäälä,61.3139,23.7528,30.2,31.01,100,100
430,Iisalmi,63.5611,27.1889,10.45,10.45,100,98
431,Tornio,65.8497,24.1441,10.42,10.42,98,99
432,Siilinjärvi,63.075,27.66,17.19,17.19,93,100
433,Kemi,65.7336,24.5634,10.4,10.4,92,100
434,Paris,48.8566,2.3522,51.69,55.09,78,0
435,Marseille,43.2964,5.37,53.73,59.54,85,75
436,Lyon,45.76,4.84,53.02,57.99,70,100
437,Toulouse,43.6045,1.444,53.55,55.72,87,75
438,Nice,43.7034,7.2663,48,54.46,82,75
439,Nantes,47.2181,-1.5528,53.19,55.22,80,100
440,Montpellier,43.6119,3.8772,55.92,58.57,95,75
441,Strasbourg,48.5833,7.7458,32.02,42.31,87,0
442,Bordeaux,44.84,-0.58,53.87,54.34,87,0
443,Lille,50.6278,3.0583,49.01,50.94,80,100
444,Rennes,48.1147,-1.6794,52.83,55.45,91,100
445,Reims,49.2628,4.0347,46.42,50.27,87,0
446,Toulon,43.1258,5.9306,52.83,59.41,90,100
447,Saint-Étienne,45.4347,4.3903,41.61,53.76,67,0
448,Le Havre,49.49,0.1,53.37,54.54,82,0
449,Grenoble,45.1715,5.7224,39.63,50.14,89,79
450,Dijon,47.3167,5.0167,49.73,56.64,87,0
