city_ID,city,lat,lng,country,population
446,Toulon,43.1258,5.9306,France,176198.0
447,Saint-Étienne,45.4347,4.3903,France,173089.0
448,Le Havre,49.49,0.1,France,169733.0
449,Grenoble,45.1715,5.7224,France,157650.0
450,Dijon,47.3167,5.0167,France,156854.0
451,Angers,47.4736,-0.5542,France,154508.0
452,Villeurbanne,45.7667,4.8803,France,150659.0
453,Nîmes,43.838,4.361,France,149633.0
454,Clermont-Ferrand,45.7831,3.0824,France,146734.0
455,Le Mans,48.0077,0.1984,France,143252.0
456,Aix-en-Provence,43.5263,5.4454,France,143097.0
457,Brest,48.39,-4.49,France,139602.0
458,Tours,47.3936,0.6892,France,136463.0
459,Amiens,49.892,2.299,France,133891.0
460,Limoges,45.8353,1.2625,France,131479.0
461,Annecy,45.916,6.133,France,128199.0
462,Boulogne-Billancourt,48.8352,2.2409,France,121334.0
463,Perpignan,42.6986,2.8956,France,119188.0
464,Besançon,47.24,6.02,France,117912.0
465,Metz,49.1203,6.1778,France,116581.0
466,Orléans,47.9025,1.909,France,116238.0
467,Saint-Denis,48.9356,2.3539,France,112091.0
468,Rouen,49.4428,1.0886,France,111360.0
469,Argenteuil,48.95,2.25,France,110213.0
470,Montreuil,48.8611,2.4436,France,109914.0
471,Mulhouse,47.75,7.34,France,108942.0
472,Caen,49.18,-0.37,France,105512.0
473,Nancy,48.6936,6.1846,France,104885.0
474,Roubaix,50.6901,3.1817,France,98089.0
475,Tourcoing,50.7239,3.1612,France,97442.0
476,Nanterre,48.8988,2.1969,France,96807.0
477,Vitry-sur-Seine,48.7875,2.3928,France,94649.0
478,Créteil,48.7911,2.4628,France,92265.0
479,Avignon,43.95,4.8075,France,91729.0
480,Poitiers,46.58,0.34,France,88665.0
481,Aubervilliers,48.9131,2.3831,France,87572.0
482,Dunkerque,51.0383,2.3775,France,86865.0
483,Aulnay-sous-Bois,48.9386,2.4906,France,86278.0
484,Berlin,52.5167,13.3833,Germany,3664088.0
485,Hamburg,53.55,10.0,Germany,1852478.0
486,Munich,48.1375,11.575,Germany,1488202.0
487,Cologne,50.9422,6.9578,Germany,1083498.0
488,Frankfurt,50.1136,8.6797,Germany,764104.0
489,Düsseldorf,51.2311,6.7724,Germany,645923.0
490,Stuttgart,48.7761,9.1775,Germany,630305.0
491,Leipzig,51.3333,12.3833,Germany,597215.0
492,Dortmund,51.5139,7.4653,Germany,587696.0
493,Essen,51.4508,7.0131,Germany,582415.0
494,Bremen,53.0769,8.8089,Germany,566573.0
495,Dresden,51.05,13.74,Germany,554907.0
