city_ID,city,lat,lng,country,beach_name,beach_address,beach_rating
42,Albany,-35.0228,117.8814,Australia,Shelley Beach Lookout,"114 Shelley Beach Rd, Kronkup",4.8
43,Burnie,-41.0636,145.8753,Australia,Turners Beach,Turners Beach,4.5
44,Quakers Hill,-33.7344,150.8789,Australia,Barrenjoey Lighthouse,"1199D Barrenjoey Rd, Palm Beach",4.7
45,Caboolture,-27.0667,152.967,Australia,Streets Beach,"Stanley St Plaza, South Brisbane",4.7
46,Coffs Harbour,-30.3022,153.1189,Australia,Diggers Beach,"P4FV+X6, Coffs Harbour",4.8
47,Mount Gambier,-37.8294,140.7828,Australia,Shelly Beach,"Lighthouse Rd, Port Macdonnell",4.7
48,Busselton,-33.6478,115.3458,Australia,Eagle Bay Beach,Eagle Bay,4.8
49,Traralgon,-38.1958,146.5403,Australia,Moe Beach,"S Shore Rd, Newborough",0.0
50,Vienna,48.2083,16.3725,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
51,Graz,47.0708,15.4386,Austria,Samitzsee,Feldkirchen bei Graz,4.7
52,Linz,48.3,14.2833,Austria,Strand,"Aueck 1, Traunkirchen",4.8
53,Salzburg,47.7972,13.0477,Austria,Freizeitanlage Harrbergsee,"Scheffau am Tennengebirge 317, Scheffau am Tennengebirge",4.5
54,Innsbruck,47.2683,11.3933,Austria,Tuffsteinkreuz,"Seestraße 42, Tegernsee",4.0
55,Klagenfurt,46.6167,14.3,Austria,Natural beach Volčanski most,"Unnamed Road, 5220",4.8
56,Villach,46.6167,13.8333,Austria,Natural beach Volčanski most,"Unnamed Road, 5220",4.8
57,Wels,48.15,14.0167,Austria,Strand,"Aueck 1, Traunkirchen",4.8
58,Sankt Pölten,48.2,15.6167,Austria,Trasdorf Badesee,"Trasdorf 29, Trasdorf",4.6
59,Dornbirn,47.4167,9.75,Austria,Bini Beach,"Seestrasse, Walenstadt",5.0
60,Wiener Neustadt,47.8167,16.25,Austria,Podersdorf Lighthouse,Podersdorf am See,4.7
61,Steyr,48.05,14.4167,Austria,Strand,"Aueck 1, Traunkirchen",4.8
62,Bregenz,47.505,9.7492,Austria,Bini Beach,"Seestrasse, Walenstadt",5.0
63,Leonding,48.2792,14.2528,Austria,Strand,"Aueck 1, Traunkirchen",4.8
64,Klosterneuburg,48.3042,16.3167,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
65,Wolfsberg,46.8419,14.8408,Austria,Stadtwerke Strandbad Klagenfurt,"Metnitzstrand 2, Klagenfurt am Wörthersee",4.5
66,Leoben,47.3817,15.0972,Austria,Samitzsee,Feldkirchen bei Graz,4.7
67,Krems an der Donau,48.4167,15.6167,Austria,Trasdorf Badesee,"Trasdorf 29, Trasdorf",4.6
68,Traun,48.2217,14.2397,Austria,Strand,"Aueck 1, Traunkirchen",4.8
69,Amstetten,48.1167,14.8667,Austria,Ennsmündung,"Unnamed Road, 4482",0.0
70,Lustenau,47.4271,9.6711,Austria,Bini Beach,"Seestrasse, Walenstadt",5.0
71,Kapfenberg,47.4394,15.2894,Austria,Samitzsee,Feldkirchen bei Graz,4.7
72,Hallein,47.6667,13.0833,Austria,Freizeitanlage Harrbergsee,"Scheffau am Tennengebirge 317, Scheffau am Tennengebirge",4.5
73,Mödling,48.0856,16.2831,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
74,Kufstein,47.5833,12.1667,Austria,Badeplatz Schraml,"Harrasser Str. 41, Prien am Chiemsee",4.5
75,Traiskirchen,48.0189,16.2922,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
76,Schwechat,48.1411,16.4786,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
77,Braunau am Inn,48.2583,13.0333,Austria,Badeplatz Schraml,"Harrasser Str. 41, Prien am Chiemsee",4.5
78,Stockerau,48.3858,16.2108,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
79,Saalfelden am Steinernen Meer,47.4269,12.8483,Austria,Freizeitanlage Harrbergsee,"Scheffau am Tennengebirge 317, Scheffau am Tennengebirge",4.5
80,Hohenems,47.3667,9.6667,Austria,Bini Beach,"Seestrasse, Walenstadt",5.0
81,Ansfelden,48.2083,14.2889,Austria,Strand,"Aueck 1, Traunkirchen",4.8
82,Bruck an der Mur,47.4106,15.2686,Austria,Samitzsee,Feldkirchen bei Graz,4.7
83,Telfs,47.3069,11.0722,Austria,Neuschwanstein Castle,"Neuschwansteinstraße 20, Schwangau",4.6
84,Spittal an der Drau,46.7917,13.4958,Austria,Stonebeach,"84W4+CC, Bled",0.0
85,Perchtoldsdorf,48.1167,16.2667,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
86,Ternitz,47.7167,16.0333,Austria,Kräftereich St. Jakob im Walde,"Kirchenviertel 70, Kirchenviertel",4.5
87,Bludenz,47.1533,9.8219,Austria,Bini Beach,"Seestrasse, Walenstadt",5.0
88,Eisenstadt,47.8456,16.5189,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
89,Feldkirchen,46.7236,14.0919,Austria,Stadtwerke Strandbad Klagenfurt,"Metnitzstrand 2, Klagenfurt am Wörthersee",4.5
90,Bad Ischl,47.7115,13.6239,Austria,Freizeitanlage Harrbergsee,"Scheffau am Tennengebirge 317, Scheffau am Tennengebirge",4.5
91,Hall in Tirol,47.2833,11.5,Austria,Tuffsteinkreuz,"Seestraße 42, Tegernsee",4.0
92,Wörgl,47.4831,12.0664,Austria,Badeplatz Schraml,"Harrasser Str. 41, Prien am Chiemsee",4.5
93,Schwaz,47.35,11.7,Austria,Badesee Going,"Aschauerweg 35, Going am Wilden Kaiser",4.8
94,Marchtrenk,48.1917,14.1106,Austria,Strand,"Aueck 1, Traunkirchen",4.8
95,Hard,47.4892,9.69,Austria,Bini Beach,"Seestrasse, Walenstadt",5.0
96,Feldbach,46.955,15.8883,Austria,Samitzsee,Feldkirchen bei Graz,4.7
97,Gmunden,47.9181,13.7994,Austria,Strand,"Aueck 1, Traunkirchen",4.8
98,Korneuburg,48.3453,16.3331,Austria,FKK Floridsdorf - Naturist Beach,"48.270, 16.3686",4.4
99,Neunkirchen,47.7269,16.0817,Austria,Kräftereich St. Jakob im Walde,"Kirchenviertel 70, Kirchenviertel",4.5
100,Manama,26.225,50.5775,Bahrain,"Bahrain bay beach, Manama","7H3G+RFF, Manama",4.3
101,Al Muḩarraq,26.25,50.6167,Bahrain,"Bahrain bay beach, Manama","7H3G+RFF, Manama",4.3
102,Madīnat Ḩamad,26.1128,50.5139,Bahrain,"Bahrain bay beach, Manama","7H3G+RFF, Manama",4.3
103,Madīnat ‘Īsá,26.1736,50.5478,Bahrain,"Bahrain bay beach, Manama","7H3G+RFF, Manama",4.3
104,Brussels,50.8353,4.3314,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
105,Antwerp,51.2211,4.3997,Belgium,Strand Yerseke,Yerseke,4.3
106,Gent,51.0536,3.7253,Belgium,,,
107,Charleroi,50.4167,4.4442,Belgium,Mont des Arts,Brussels,4.5
108,Liège,50.6397,5.5706,Belgium,Fun Valley Maastricht,"Oosterweg 5, Eijsden",4.1
109,Bruges,51.2089,3.2242,Belgium,Lilo beach,"Zeedijk 137, Blankenberge",4.4
110,Anderlecht,50.8392,4.3297,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
111,Namur,50.4667,4.8667,Belgium,Mont des Arts,Brussels,4.5
112,Leuven,50.8775,4.7044,Belgium,Noordkasteel,"Noordkasteel Zuid, Antwerpen",4.3
113,Moortebeek,50.8547,4.3386,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
114,Mons,50.455,3.952,Belgium,Budabeach,"IJzerkaai, Kortrijk",4.4
115,Mechelen,51.0281,4.4803,Belgium,Mont des Arts,Brussels,4.5
116,Aalst,50.9383,4.0392,Belgium,Strand Cadzand-Bad,"Boulevard de Wielingen, Cadzand",4.5
117,La Louvière,50.4778,4.1881,Belgium,Mont des Arts,Brussels,4.5
118,Hasselt,50.9305,5.3385,Belgium,Dagstrand Thorn,"Waterstraat, Thorn",4.1
119,Sint-Niklaas,51.1644,4.1392,Belgium,Strand Yerseke,Yerseke,4.3
120,Kortrijk,50.8333,3.2667,Belgium,Beach Sint André,Koksijde,4.5
121,Ostend,51.2333,2.9333,Belgium,Lilo beach,"Zeedijk 137, Blankenberge",4.4
122,Tournai,50.6,3.3833,Belgium,Budabeach,"IJzerkaai, Kortrijk",4.4
123,Genk,50.95,5.5,Belgium,Dagstrand Thorn,"Waterstraat, Thorn",4.1
124,Seraing,50.5986,5.5122,Belgium,Fun Valley Maastricht,"Oosterweg 5, Eijsden",4.1
125,Roeselare,50.9447,3.1233,Belgium,Lilo beach,"Zeedijk 137, Blankenberge",4.4
126,Mouscron,50.7444,3.2156,Belgium,Beach Sint André,Koksijde,4.5
127,Forest,50.8117,4.3181,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
128,Verviers,50.5833,5.85,Belgium,Robertville-les-bains,"Rte des Bains 63, Waimes",4.2
129,Beveren,51.2,4.25,Belgium,Strand Yerseke,Yerseke,4.3
130,Etterbeek,50.8361,4.3861,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
131,Beringen,51.0333,5.2167,Belgium,Dagstrand Thorn,"Waterstraat, Thorn",4.1
132,Dendermonde,51.0167,4.1,Belgium,Strand Dishoek,"Dishoek 1, Koudekerke",4.7
133,Turnhout,51.3167,4.9333,Belgium,Belcrum Beach,"Veilingkade 12a, Breda",4.4
134,Vilvoorde,50.9281,4.4245,Belgium,Mont des Arts,Brussels,4.5
135,Jette,50.8758,4.3244,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
136,Heist-op-den-Berg,51.0758,4.7286,Belgium,Strand Yerseke,Yerseke,4.3
137,Dilbeek,50.8333,4.25,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
138,Lokeren,51.1,3.9833,Belgium,Budabeach,"IJzerkaai, Kortrijk",4.4
139,Evere,50.8719,4.4033,Belgium,Noordkasteel,"Noordkasteel Zuid, Antwerpen",4.3
140,Geel,51.1611,4.9903,Belgium,Belcrum Beach,"Veilingkade 12a, Breda",4.4
141,Sint-Truiden,50.8167,5.1833,Belgium,Dagstrand Thorn,"Waterstraat, Thorn",4.1
142,Herstal,50.6644,5.63,Belgium,Fun Valley Maastricht,"Oosterweg 5, Eijsden",4.1
143,Braine-l’Alleud,50.6806,4.3717,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
144,Halle,50.7361,4.2372,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
145,Ninove,50.8333,4.0167,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
146,Waregem,50.8811,3.4001,Belgium,Lilo beach,"Zeedijk 137, Blankenberge",4.4
147,Wilrijk,51.1667,4.3833,Belgium,Strand Yerseke,Yerseke,4.3
148,Mechelen-aan-de-Maas,50.9967,5.7025,Belgium,Dagstrand Thorn,"Waterstraat, Thorn",4.1
149,Brasschaat,51.2931,4.4894,Belgium,Strand Yerseke,Yerseke,4.3
150,Grimbergen,50.9333,4.3833,Belgium,Playground Blaarmeersen,"Strandlaan 24, Gent",4.3
151,Lierre,51.1311,4.5697,Belgium,Strand Yerseke,Yerseke,4.3
152,Mol,51.1842,5.1156,Belgium,Belcrum Beach,"Veilingkade 12a, Breda",4.4
153,Châtelet,50.4,4.5167,Belgium,Mont des Arts,Brussels,4.5
154,São Paulo,-23.5504,-46.6339,Brazil,Evento Beach Colors,"R. Tuyuti - Centro, Santos",0.0
155,Rio de Janeiro,-22.9083,-43.1964,Brazil,Leblon Beach,"Av. Delfim Moreira, 710 - Leblon, Rio de Janeiro",4.7
156,Belo Horizonte,-19.9281,-43.9419,Brazil,"Small beach, Sanctuary Caraça",Catas Altas,4.7
157,Brasília,-15.7939,-47.8828,Brazil,Prainha North Lake,"SMLN - Lago Norte, Brasília",4.5
158,Salvador,-12.9708,-38.5108,Brazil,Bridge Beach,"Praça Luís Eduardo Magalhães, 42, Salinas da Margarida",4.6
159,Fortaleza,-3.7275,-38.5275,Brazil,Beach Park,"Rua Porto das Dunas, 2734 - Porto das Dunas, Aquiraz",4.6
160,Curitiba,-25.4297,-49.2719,Brazil,Serra da Baitaca,"25°23'18. 49°00'09 Rua 0, 0""S Santa Gertrudes",4.9
161,Manaus,-3.1,-60.0167,Brazil,Praia de ponta negra,"Estr. da Ponta Negra - Ponta Negra, Manaus",5.0
162,Recife,-8.0539,-34.8808,Brazil,Piedade Beach,"Av. Beira Mar, 356 - Piedade, Jaboatão dos Guararapes",4.4
163,Belém,-1.4558,-48.5039,Brazil,Love Beach,"Alameda Enock Pinto, 48 - São João do Outeiro (Outeiro), Belém",4.4
164,Porto Alegre,-30.0328,-51.23,Brazil,Cais Embarcadero,"Av. Mauá, 1050 - Armazém A7 - Centro Histórico, Porto Alegre",4.7
165,Goiânia,-16.6806,-49.2564,Brazil,Marcos Veiga Jardim Park,"Av. Ayrton Senna - Alphaville Araguaia, Goiânia",4.7
166,Guarulhos,-23.4667,-46.5333,Brazil,Praia de Maitinga,"Av. Tomé de Souza, 88-182 - Maitinga, Bertioga",4.6
167,Vila Velha,3.2167,-51.2167,Brazil,,,
168,Campinas,-22.9009,-47.0573,Brazil,Wet'n Wild,"Rod. dos Bandeirantes, s/n - Km 72 - Zona Rural, Itupeva",4.5
169,São Gonçalo,-22.8269,-43.0539,Brazil,Leblon Beach,"Av. Delfim Moreira, 710 - Leblon, Rio de Janeiro",4.7
170,São Luís,-2.53,-44.3028,Brazil,of Juçatuba beach,"Mata, Oliveira dos Brejinhos",4.6
171,Maceió,-9.6658,-35.735,Brazil,Summer Beach Club,"Av. Litorânea - Jacarecica, Maceió",4.6
172,Natal,-6.9838,-60.2699,Brazil,,,
173,Campo Grande,-20.4686,-54.6222,Brazil,Parque das Nações Indígenas,"Av. Afonso Pena, s/n - Centro, Campo Grande",4.7
174,Natal,-5.795,-35.2089,Brazil,Pititinga Beach,Rio do Fogo,5.0
175,Teresina,-5.0949,-42.8042,Brazil,,,
176,Iguaçu,-22.74,-43.47,Brazil,Leblon Beach,"Av. Delfim Moreira, 710 - Leblon, Rio de Janeiro",4.7
177,São Bernardo do Campo,-23.6939,-46.565,Brazil,Evento Beach Colors,"R. Tuyuti - Centro, Santos",0.0
178,João Pessoa,-7.12,-34.88,Brazil,Tambaú Beach,"Av. Alm. Tamandaré, 2 - Tambaú, João Pessoa",4.8
179,Abaeté,-19.1583,-45.4522,Brazil,,,
180,Santo André,-23.6572,-46.5333,Brazil,Evento Beach Colors,"R. Tuyuti - Centro, Santos",0.0
181,Jaboatão,-8.1803,-35.0014,Brazil,Piedade Beach,"Av. Beira Mar, 356 - Piedade, Jaboatão dos Guararapes",4.4
182,Osasco,-23.5328,-46.7919,Brazil,Evento Beach Colors,"R. Tuyuti - Centro, Santos",0.0
183,São José dos Campos,-23.1789,-45.8869,Brazil,Lookout Camaroeiro,Caraguatatuba,4.8
184,Ribeirão Prêto,-21.1783,-47.8067,Brazil,Prainha do Tamanduá III,São Simão,4.6
185,Contagem,-19.9319,-44.0539,Brazil,,,
186,Sorocaba,-23.5019,-47.4578,Brazil,Wet'n Wild,"Rod. dos Bandeirantes, s/n - Km 72 - Zona Rural, Itupeva",4.5
187,Aracaju,-10.9167,-37.05,Brazil,Rests Beach,"Coroa do Meio, Aracaju",0.0
188,Feira de Santana,-12.2669,-38.9669,Brazil,,,
189,Uberlândia,-18.9189,-48.2769,Brazil,,,
190,Cuiabá,-15.5958,-56.0969,Brazil,Parque Mãe Bonifácia,"Av. Miguel Sutil - Duque de Caxias, Cuiabá",4.7
191,Juiz de Fora,-21.75,-43.35,Brazil,,,
192,Londrina,-23.31,-51.1628,Brazil,,,
193,Joinvile,-26.3039,-48.8458,Brazil,Guaratuba Beach,Guaratuba,5.0
194,Ananindeua,-1.3658,-48.3719,Brazil,Love Beach,"Alameda Enock Pinto, 48 - São João do Outeiro (Outeiro), Belém",4.4
195,Niterói,-22.8833,-43.1036,Brazil,Leblon Beach,"Av. Delfim Moreira, 710 - Leblon, Rio de Janeiro",4.7
196,Serra,-20.1289,-40.3078,Brazil,Ribeiro Beach,"R. Fernando Monteiro Lindenberg, 55 - Praia da Costa, Vila Velha",4.5
197,Florianópolis,-27.5933,-48.553000000000004,Brazil,Praia Brava Beach,"Unnamed Road - Praia Brava, Florianópolis",4.8
198,Macapá,0.033,-51.0653,Brazil,"Fazendinha Beach, Macapa -AP","Fazendinha, Macapá",4.2
199,Vila Velha,-20.3364,-40.2936,Brazil,Ribeiro Beach,"R. Fernando Monteiro Lindenberg, 55 - Praia da Costa, Vila Velha",4.5
200,Campos,-21.7539,-41.3239,Brazil,Atafona Beach - São João da Barra,"1018,, R. Joaquim Martins Meireles, 904, São João da Barra",4.5
201,Mauá,-23.6678,-46.4608,Brazil,Itaguaré Beach access,"R. Manoel José Pinto, Bertioga",4.7
202,São José do Rio Prêto,-20.82,-49.3789,Brazil,Hot Beach Olímpia,"Av. Gov. Adhemar Pereira de Barros, 1260 - Olímpia",4.4
203,Caxias do Sul,-29.1678,-51.1789,Brazil,,,
204,Toronto,43.7417,-79.3733,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
205,Montréal,45.5089,-73.5617,Canada,Pine Beach Park,"1695 Lakeshore Dr, Dorval",4.6
206,Vancouver,49.25,-123.1,Canada,Jericho Beach Park,"3941 Point Grey Rd, Vancouver",4.7
207,Calgary,51.05,-114.0667,Canada,Sandy Beach Park,"4500 14a St SW, Calgary",4.6
208,Edmonton,53.5344,-113.4903,Canada,Accidental Beach,"North, Edmonton",3.9
209,Ottawa,45.4247,-75.695,Canada,Mooney's Bay Park and Beach,"2960 Riverside Dr., Ottawa",4.5
210,Mississauga,43.6,-79.65,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
211,Winnipeg,49.8844,-97.1464,Canada,Birds Hill Provincial Park,Oakbank,4.6
212,Quebec City,46.8139,-71.2081,Canada,Baie De Beauport,"1 Boul. Henri-Bourassa, Québec",4.4
213,Hamilton,43.2567,-79.8692,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
214,Brampton,43.6833,-79.7667,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
215,Surrey,49.19,-122.8489,Canada,Jericho Beach Park,"3941 Point Grey Rd, Vancouver",4.7
216,Kitchener,43.4186,-80.4728,Canada,Kelso Beach,"5234 Kelso Rd, Milton",3.7
217,Laval,45.5833,-73.75,Canada,Pine Beach Park,"1695 Lakeshore Dr, Dorval",4.6
218,Halifax,44.6475,-63.5906,Canada,Crystal Crescent Beach Provincial Park,"220 Sambro Creek Rd, Sambro Creek",4.7
219,London,42.9836,-81.2497,Canada,Grand Bend Beach,"15 Lakeside Cir, Grand Bend",4.8
220,Victoria,48.4283,-123.3647,Canada,South Beach,"Anacortes - Friday Harbor, Friday Harbor",4.8
221,Markham,43.8767,-79.2633,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
222,St. Catharines,43.1833,-79.2333,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
223,Niagara Falls,43.06,-79.1067,Canada,Crystal Beach,"Crystal Beach Waterfront Park and Boat Launch, 3855 Terrace Ln, Crystal Beach",4.6
224,Vaughan,43.8333,-79.5,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
225,Gatineau,45.4833,-75.65,Canada,Mooney's Bay Park and Beach,"2960 Riverside Dr., Ottawa",4.5
226,Windsor,42.2833,-83.0,Canada,Point Pele Beach,"WFMV+WP, Leamington",4.0
227,Saskatoon,52.1333,-106.6833,Canada,Cranberry Flats Conservation Area,"Range Rd 3055, Saskatoon",4.7
228,Longueuil,45.5333,-73.5167,Canada,Pine Beach Park,"1695 Lakeshore Dr, Dorval",4.6
229,Burnaby,49.2667,-122.9667,Canada,Jericho Beach Park,"3941 Point Grey Rd, Vancouver",4.7
230,Regina,50.4547,-104.6067,Canada,Regina Beach Recreation Site,"104 Centre St, Regina Beach",4.4
231,Richmond,49.1667,-123.1333,Canada,Jericho Beach Park,"3941 Point Grey Rd, Vancouver",4.7
232,Richmond Hill,43.8667,-79.4333,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
233,Oakville,43.45,-79.6833,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
234,Burlington,43.3167,-79.8,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
235,Barrie,44.3711,-79.6769,Canada,Balm Beach,Balm Beach,4.0
236,Oshawa,43.9,-78.85,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
237,Sherbrooke,45.4,-71.9,Canada,Beach Lake Lyster,"144 Chem. des Chalets, Coaticook",4.5
238,Saguenay,48.4167,-71.0667,Canada,Plage De La Baie.,"900 Rue Mars, La Baie",5.0
239,Lévis,46.8,-71.1833,Canada,Baie De Beauport,"1 Boul. Henri-Bourassa, Québec",4.4
240,Kelowna,49.8881,-119.4956,Canada,Rotary Beach Park,"3736 Lakeshore Rd #3726, Kelowna",4.5
241,Abbotsford,49.05,-122.3167,Canada,Jug Island Beach,Belcarra,4.7
242,Coquitlam,49.2839,-122.7919,Canada,Jericho Beach Park,"3941 Point Grey Rd, Vancouver",4.7
243,Trois-Rivières,46.35,-72.55,Canada,La Mauricie National Park,"Chem. de Saint-Jean-des-Piles, Shawinigan",4.8
244,Guelph,43.55,-80.25,Canada,Kelso Beach,"5234 Kelso Rd, Milton",3.7
245,Cambridge,43.3972,-80.3114,Canada,Kelso Beach,"5234 Kelso Rd, Milton",3.7
246,Whitby,43.8833,-78.9417,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
247,Ajax,43.8583,-79.0364,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
248,Langley,49.1044,-122.5827,Canada,Jericho Beach Park,"3941 Point Grey Rd, Vancouver",4.7
249,Saanich,48.483999999999995,-123.381,Canada,South Beach,"Anacortes - Friday Harbor, Friday Harbor",4.8
250,Terrebonne,45.7,-73.6333,Canada,Pine Beach Park,"1695 Lakeshore Dr, Dorval",4.6
251,Milton,43.5083,-79.8833,Canada,Freda’s Garden & Beach,"First St, Toronto",4.6
252,St. John's,47.4817,-52.7971,Canada,Outer Cove Beach,Logy Bay-Middle Cove-Outer Cove,4.6
253,Moncton,46.1328,-64.7714,Canada,Plage Aboiteau Beach,"150 All. du Parc, Cap-Pelé",4.7
254,Santiago,-33.45,-70.6667,Chile,,,
255,Puente Alto,-33.6167,-70.5833,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
256,Maipú,-33.5167,-70.7667,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
257,La Florida,-33.55,-70.5667,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
258,Antofagasta,-23.6464,-70.398,Chile,La Portada,Antofagasta,4.6
259,Viña del Mar,-33.0245,-71.5518,Chile,Playa La Boca Surf,"Av. Borgoño, Concón",4.5
260,San Bernardo,-33.6,-70.7167,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
261,Valparaíso,-33.0458,-71.6197,Chile,Playa La Boca Surf,"Av. Borgoño, Concón",4.5
262,Temuco,-38.7399,-72.5901,Chile,,,
263,Las Condes,-33.4167,-70.5833,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
264,Rancagua,-34.1654,-70.7398,Chile,,,
265,Concepción,-36.8271,-73.0503,Chile,Playa Merquiche,"O-14-N 35580, Tomé",4.6
266,Talca,-35.4269,-71.6656,Chile,,,
267,Coquimbo,-29.9532,-71.33800000000001,Chile,Playa Grande - Tongoy,"Tongoy, Coquimbo",4.6
268,Arica,-18.4784,-70.3211,Chile,Playa Chinchorro,"Ing. Raúl Pey Casado, Arica",4.5
269,La Serena,-29.9027,-71.252,Chile,Playa Grande - Tongoy,"Tongoy, Coquimbo",4.6
270,Iquique,-20.2141,-70.1524,Chile,Marinero Desconocido,"Av. Arturo Prat Chacón 749, Iquique",4.3
271,Puerto Montt,-41.4718,-72.9396,Chile,Beach Entrance,"Ruta 225, Puerto Varas",5.0
272,Chillán,-36.6067,-72.1033,Chile,,,
273,Calama,-22.4624,-68.9272,Chile,,,
274,Copiapó,-27.3665,-70.3323,Chile,Parque Kaukari,"Copiapó, Copiapo",4.6
275,Valdivia,-39.8142,-73.2459,Chile,Los Turkazos,Playa San Ignacio,4.6
276,Quilpué,-33.0498,-71.4415,Chile,Playa La Boca Surf,"Av. Borgoño, Concón",4.5
277,Talcahuano,-36.7145,-73.1141,Chile,Playa Merquiche,"O-14-N 35580, Tomé",4.6
278,Osorno,-40.5667,-73.15,Chile,Valdivian Coastal Reserve,"Errázuriz 999, Valdivia",4.6
279,Colina,-33.2,-70.6833,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
280,Los Ángeles,-37.4707,-72.3517,Chile,,,
281,Curicó,-34.9854,-71.2394,Chile,,,
282,Villa Alemana,-33.0428,-71.3744,Chile,Playa La Boca Surf,"Av. Borgoño, Concón",4.5
283,Melipilla,-33.7,-71.2167,Chile,Playa Algarrobo Norte,"Av costanera Algarrobo Norte Algarrobo, Valparaíso",4.7
284,Punta Arenas,-53.1627,-70.9081,Chile,Lord Lonsdale,"21 de Mayo 2715, Punta Arenas",4.4
285,La Granja,-33.5431,-70.6319,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
286,Coronel,-37.0167,-73.1333,Chile,Playa Blanca,Coronel,4.4
287,Alto Hospicio,-20.25,-70.1167,Chile,Marinero Desconocido,"Av. Arturo Prat Chacón 749, Iquique",4.3
288,Lo Barnechea,-33.35,-70.5167,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
289,Espejo,-33.5333,-70.7167,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
290,Buin,-33.7333,-70.75,Chile,,,
291,San Joaquín,-33.5,-70.6167,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
292,La Reina,-33.45,-70.55,Chile,Fantasilandia,"O'Higgins Park - Av. Beauchef 938, Santiago",4.6
