city_ID,city,lat,lng,country,airport_name,airport_address,airport_rating
94,Marchtrenk,48.1917,14.1106,Austria,Linz Airport,"Flughafenstraße 1, Hörsching",4.3
95,Hard,47.4892,9.69,Austria,Bodensee Airport Friedrichshafen,"Am Flugpl. 64, Friedrichshafen",4.3
96,Feldbach,46.955,15.8883,Austria,Graz Airport,Feldkirchen bei Graz,4.4
97,Gmunden,47.9181,13.7994,Austria,Linz Airport,"Flughafenstraße 1, Hörsching",4.3
98,Korneuburg,48.3453,16.3331,Austria,Vienna International Airport,Schwechat,4.1
99,Neunkirchen,47.7269,16.0817,Austria,Vienna International Airport,Schwechat,4.1
100,Manama,26.225,50.5775,Bahrain,Bahrain International Airport,"Rd 2404, Muharraq",4.5
101,Al Muḩarraq,26.25,50.6167,Bahrain,Bahrain International Airport,"Rd 2404, Muharraq",4.5
102,Madīnat Ḩamad,26.1128,50.5139,Bahrain,Bahrain International Airport,"Rd 2404, Muharraq",4.5
103,Madīnat ‘Īsá,26.1736,50.5478,Bahrain,Bahrain International Airport,"Rd 2404, Muharraq",4.5
104,Brussels,50.8353,4.3314,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
105,Antwerp,51.2211,4.3997,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
106,Gent,51.0536,3.7253,Belgium,Flanders International Airport Kortrijk-Courtrai,"Luchthavenstraat 1, Wevelgem",4.5
107,Charleroi,50.4167,4.4442,Belgium,Brussels South Charleroi Airport,"Rue des Frères Wright 8, Charleroi",3.3
108,Liège,50.6397,5.5706,Belgium,Maastricht Aachen Airport B.V.,"Horsterweg 5, Maastricht Airport",4.1
109,Bruges,51.2089,3.2242,Belgium,Flanders International Airport Kortrijk-Courtrai,"Luchthavenstraat 1, Wevelgem",4.5
110,Anderlecht,50.8392,4.3297,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
111,Namur,50.4667,4.8667,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
112,Leuven,50.8775,4.7044,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
113,Moortebeek,50.8547,4.3386,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
114,Mons,50.455,3.952,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
115,Mechelen,51.0281,4.4803,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
116,Aalst,50.9383,4.0392,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
117,La Louvière,50.4778,4.1881,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
118,Hasselt,50.9305,5.3385,Belgium,Maastricht Aachen Airport B.V.,"Horsterweg 5, Maastricht Airport",4.1
119,Sint-Niklaas,51.1644,4.1392,Belgium,,,
120,Kortrijk,50.8333,3.2667,Belgium,Lille Airport,"Rte de l'Aéroport, Lesquin",3.8
121,Ostend,51.2333,2.9333,Belgium,Flanders International Airport Kortrijk-Courtrai,"Luchthavenstraat 1, Wevelgem",4.5
122,Tournai,50.6,3.3833,Belgium,Lille Airport,"Rte de l'Aéroport, Lesquin",3.8
123,Genk,50.95,5.5,Belgium,Maastricht Aachen Airport B.V.,"Horsterweg 5, Maastricht Airport",4.1
124,Seraing,50.5986,5.5122,Belgium,Maastricht Aachen Airport B.V.,"Horsterweg 5, Maastricht Airport",4.1
125,Roeselare,50.9447,3.1233,Belgium,Lille Airport,"Rte de l'Aéroport, Lesquin",3.8
126,Mouscron,50.7444,3.2156,Belgium,Lille Airport,"Rte de l'Aéroport, Lesquin",3.8
127,Forest,50.8117,4.3181,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
128,Verviers,50.5833,5.85,Belgium,Liège Airport,"Rue de l’Aéroport, Grâce-Hollogne",3.7
129,Beveren,51.2,4.25,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
130,Etterbeek,50.8361,4.3861,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
131,Beringen,51.0333,5.2167,Belgium,Eindhoven Airport,"Luchthavenweg 25, Eindhoven",3.7
132,Dendermonde,51.0167,4.1,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
133,Turnhout,51.3167,4.9333,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
134,Vilvoorde,50.9281,4.4245,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
135,Jette,50.8758,4.3244,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
136,Heist-op-den-Berg,51.0758,4.7286,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
137,Dilbeek,50.8333,4.25,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
138,Lokeren,51.1,3.9833,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
139,Evere,50.8719,4.4033,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
140,Geel,51.1611,4.9903,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
141,Sint-Truiden,50.8167,5.1833,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
142,Herstal,50.6644,5.63,Belgium,Maastricht Aachen Airport B.V.,"Horsterweg 5, Maastricht Airport",4.1
143,Braine-l’Alleud,50.6806,4.3717,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
144,Halle,50.7361,4.2372,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
145,Ninove,50.8333,4.0167,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
146,Waregem,50.8811,3.4001,Belgium,Lille Airport,"Rte de l'Aéroport, Lesquin",3.8
147,Wilrijk,51.1667,4.3833,Belgium,,,
148,Mechelen-aan-de-Maas,50.9967,5.7025,Belgium,Maastricht Aachen Airport B.V.,"Horsterweg 5, Maastricht Airport",4.1
149,Brasschaat,51.2931,4.4894,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
150,Grimbergen,50.9333,4.3833,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
151,Lierre,51.1311,4.5697,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
152,Mol,51.1842,5.1156,Belgium,Brussels Airport,"Leopoldlaan, Zaventem",4.0
153,Châtelet,50.4,4.5167,Belgium,Brussels South Charleroi Airport,"Rue des Frères Wright 8, Charleroi",3.3
154,São Paulo,-23.5504,-46.6339,Brazil,GRU Airport,"Rod. Hélio Smidt, s/nº - Aeroporto, Guarulhos",4.4
155,Rio de Janeiro,-22.9083,-43.1964,Brazil,RIOgaleão - Tom Jobim International Airport,"Av. Vinte de Janeiro, s/nº - Ilha do Governador, Rio de Janeiro",4.3
156,Belo Horizonte,-19.9281,-43.9419,Brazil,Tancredo Neves International Airport,"LMG-800 Km 7,9 s/n, Confins",4.6
157,Brasília,-15.7939,-47.8828,Brazil,International Airport of Brasilia,"Lago Sul, Brasilia",4.6
158,Salvador,-12.9708,-38.5108,Brazil,Salvador International Airport - Deputado Luís Eduardo Magalhães,"Praça Gago Coutinho, S/N - São Cristóvão, Salvador",4.4
159,Fortaleza,-3.7275,-38.5275,Brazil,Pinto Martins – Fortaleza International Airport,"Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza",4.5
160,Curitiba,-25.4297,-49.2719,Brazil,Afonso Pena International Airport,"Av. Rocha Pombo - Águas Belas, São José dos Pinhais",4.7
161,Manaus,-3.1,-60.0167,Brazil,International Airport of Manaus,"Tarumã, Manaus",4.5
162,Recife,-8.0539,-34.8808,Brazil,Recife/Guararapes–Gilberto Freyre International Airport,"Praça Min. Salgado Filho, s/n - Imbiribeira, Recife",4.3
163,Belém,-1.4558,-48.5039,Brazil,Val de Cans International Airport,"Av. Júlio César, s/n - Val-de-Cans, Belém",4.3
164,Porto Alegre,-30.0328,-51.23,Brazil,Porto Alegre International Airport Salgado Filho,"Av. Severo Dullius, 90.010 - Anchieta, Porto Alegre",4.5
165,Goiânia,-16.6806,-49.2564,Brazil,Goiânia Airport,"Alameda 4, s/n - Santa Genoveva, Goiânia",4.3
166,Guarulhos,-23.4667,-46.5333,Brazil,GRU Airport,"Rod. Hélio Smidt, s/nº - Aeroporto, Guarulhos",4.4
167,Vila Velha,3.2167,-51.2167,Brazil,,,
168,Campinas,-22.9009,-47.0573,Brazil,Viracopos International Airport,"Rodovia Santos Dumont, km 66 - Parque Viracopos, Campinas",4.6
169,São Gonçalo,-22.8269,-43.0539,Brazil,RIOgaleão - Tom Jobim International Airport,"Av. Vinte de Janeiro, s/nº - Ilha do Governador, Rio de Janeiro",4.3
170,São Luís,-2.53,-44.3028,Brazil,São Luís International Airport (SLZ) - Marechal Cunha Machado,"Av. dos Libaneses, 3503 - Tirirical, São Luís",4.0
171,Maceió,-9.6658,-35.735,Brazil,Maceió International Airport - Zumbi dos Palmares,"Tabuleiro do Pinto, Rio Largo",4.4
172,Natal,-6.9838,-60.2699,Brazil,,,
173,Campo Grande,-20.4686,-54.6222,Brazil,Campo Grande International Airport,"Av. Duque de Caxias, s/n - Vila Serradinho, Campo Grande",4.0
174,Natal,-5.795,-35.2089,Brazil,Aeroporto Internacional de Natal,"Av. Dr. Ruy Pereira dos Santos, 3100 - Aeroporto, São Gonçalo do Amarante",4.1
175,Teresina,-5.0949,-42.8042,Brazil,Teresina Airport,"Av. Centenário - Aeroporto, Teresina",3.8
176,Iguaçu,-22.74,-43.47,Brazil,RIOgaleão - Tom Jobim International Airport,"Av. Vinte de Janeiro, s/nº - Ilha do Governador, Rio de Janeiro",4.3
177,São Bernardo do Campo,-23.6939,-46.565,Brazil,GRU Airport,"Rod. Hélio Smidt, s/nº - Aeroporto, Guarulhos",4.4
178,João Pessoa,-7.12,-34.88,Brazil,João Pessoa/Presidente Castro Pinto International Airport (JPA),"Av. Mal. Rondon, s/n, Bayeux",4.1
179,Abaeté,-19.1583,-45.4522,Brazil,Aeroporto Municipal de Pompéu,Pompéu,3.8
180,Santo André,-23.6572,-46.5333,Brazil,GRU Airport,"Rod. Hélio Smidt, s/nº - Aeroporto, Guarulhos",4.4
181,Jaboatão,-8.1803,-35.0014,Brazil,Recife/Guararapes–Gilberto Freyre International Airport,"Praça Min. Salgado Filho, s/n - Imbiribeira, Recife",4.3
182,Osasco,-23.5328,-46.7919,Brazil,GRU Airport,"Rod. Hélio Smidt, s/nº - Aeroporto, Guarulhos",4.4
183,São José dos Campos,-23.1789,-45.8869,Brazil,São José dos Campos Airport,"R. Dra. Tânia Lis Tizzoni Nogueira, S/N - Parque Martin Cerere, São José dos Campos",4.3
184,Ribeirão Prêto,-21.1783,-47.8067,Brazil,Aeroporto Estadual Dr. Leite Lopes,"Av. Thomaz Alberto Whately - Parque Industrial Cel. Quito Junqueira, Ribeirão Preto",3.9
185,Contagem,-19.9319,-44.0539,Brazil,Tancredo Neves International Airport,"LMG-800 Km 7,9 s/n, Confins",4.6
186,Sorocaba,-23.5019,-47.4578,Brazil,São Paulo Catarina Aeroporto Executivo Internacional,"Rod. Pres. Castello Branco, km 62 - São Roque",4.8
187,Aracaju,-10.9167,-37.05,Brazil,Aeroporto Internacional de Aracaju - Santa María,"Av. Sen. Júlio César Leite, 1440 - Aeroporto, Aracaju",4.2
188,Feira de Santana,-12.2669,-38.9669,Brazil,Feira de Santana Airport,"Av. Antônio Sérgio Carneiro, 167 - Aeroporto, Feira de Santana",3.7
189,Uberlândia,-18.9189,-48.2769,Brazil,Uberlândia Airport,"Praça José Alves dos Santos, 100 - Jardim Ipanema I, Uberlândia",4.0
190,Cuiabá,-15.5958,-56.0969,Brazil,Cuiabá International Airport - Marechal Rondon,"Av. João Ponce de Arruda, s/n - Vila Pirineu, Várzea Grande",4.2
191,Juiz de Fora,-21.75,-43.35,Brazil,Juiz de Fora AAirclub,"Av. Pref. Mello Reis - Aeroporto, Juiz de Fora",4.2
192,Londrina,-23.31,-51.1628,Brazil,Arapongas Airport,"AEROPORTO MUNICIPAL ALBERTO BERTELLI - CAMPINHO, Arapongas",4.7
193,Joinvile,-26.3039,-48.8458,Brazil,Lauro Carneiro de Loyola,"Av. Santos Dumont, 9000 - Aventureiro, Joinville",4.2
194,Ananindeua,-1.3658,-48.3719,Brazil,Val de Cans International Airport,"Av. Júlio César, s/n - Val-de-Cans, Belém",4.3
195,Niterói,-22.8833,-43.1036,Brazil,RIOgaleão - Tom Jobim International Airport,"Av. Vinte de Janeiro, s/nº - Ilha do Governador, Rio de Janeiro",4.3
196,Serra,-20.1289,-40.3078,Brazil,Eurico de Aguiar Salles Airport,"Av. Roza Helena Schorling Albuquerque, S/N - Aeroporto, Vitória",4.5
197,Florianópolis,-27.5933,-48.553000000000004,Brazil,Florianópolis International Airport – Hercílio Luz,"Rod. Ac. ao Aeroporto, 6.200 - Carianos, Florianópolis",4.6
198,Macapá,0.033,-51.0653,Brazil,Macapa International Airport - Alberto Alcolumbre,"R. Hildemar Maia, S/N - Jesus de Nazaré, Macapá",4.3
199,Vila Velha,-20.3364,-40.2936,Brazil,Eurico de Aguiar Salles Airport,"Av. Roza Helena Schorling Albuquerque, S/N - Aeroporto, Vitória",4.5
200,Campos,-21.7539,-41.3239,Brazil,Aeroporto Bartolomeu Lisandro,"Estr. Brejo Grande - Parque Aeroporto, Campos dos Goytacazes",4.2
201,Mauá,-23.6678,-46.4608,Brazil,GRU Airport,"Rod. Hélio Smidt, s/nº - Aeroporto, Guarulhos",4.4
202,São José do Rio Prêto,-20.82,-49.3789,Brazil,Aeroporto Estadual de São José do Rio Preto,"Av. dos Estudantes, 3505 - Vila Aeroporto, São José do Rio Preto",4.4
203,Caxias do Sul,-29.1678,-51.1789,Brazil,Aeroporto de Bento Gonçalves,"São Vendelino, Bento Gonçalves",4.5
204,Toronto,43.7417,-79.3733,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
205,Montréal,45.5089,-73.5617,Canada,Montréal-Pierre Elliott Trudeau International Airport,"Romeo-Vachon Blvd N, Dorval",4.0
206,Vancouver,49.25,-123.1,Canada,Vancouver International Airport,"3211 Grant McConachie Way, Richmond",4.2
207,Calgary,51.05,-114.0667,Canada,Calgary International Airport,"2000 Airport Rd NE, Calgary",4.0
208,Edmonton,53.5344,-113.4903,Canada,YEG Edmonton International Airport,"1000 Airport Rd, Edmonton International Airport",4.1
209,Ottawa,45.4247,-75.695,Canada,Ottawa International Airport,"1000 Airport Parkway Private, Ottawa",4.3
210,Mississauga,43.6,-79.65,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
211,Winnipeg,49.8844,-97.1464,Canada,Winnipeg James Armstrong Richardson International Airport,"2000 Wellington Ave, Winnipeg",4.3
212,Quebec City,46.8139,-71.2081,Canada,Québec City Jean Lesage International Airport,"505 Rue Principale, Québec",4.0
213,Hamilton,43.2567,-79.8692,Canada,,,
214,Brampton,43.6833,-79.7667,Canada,,,
215,Surrey,49.19,-122.8489,Canada,Bellingham International Airport,"4255 Mitchell Way, Bellingham",4.4
216,Kitchener,43.4186,-80.4728,Canada,Region of Waterloo International Airport,"4881 Fountain St N #1, Breslau",4.2
217,Laval,45.5833,-73.75,Canada,Montréal-Pierre Elliott Trudeau International Airport,"Romeo-Vachon Blvd N, Dorval",4.0
218,Halifax,44.6475,-63.5906,Canada,Halifax Stanfield International Airport,"747 Bell Blvd, Goffs",4.3
219,London,42.9836,-81.2497,Canada,London International Airport,"10 Seabrook Way, London",4.4
220,Victoria,48.4283,-123.3647,Canada,William R Fairchild International Airport,"1402 Fairchild Airport Rd, Port Angeles",3.9
221,Markham,43.8767,-79.2633,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
222,St. Catharines,43.1833,-79.2333,Canada,Buffalo Niagara International Airport,"4200 Genesee St, Buffalo",4.4
223,Niagara Falls,43.06,-79.1067,Canada,Buffalo Niagara International Airport,"4200 Genesee St, Buffalo",4.4
224,Vaughan,43.8333,-79.5,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
225,Gatineau,45.4833,-75.65,Canada,Ottawa International Airport,"1000 Airport Parkway Private, Ottawa",4.3
226,Windsor,42.2833,-83.0,Canada,Oakland County International Airport,"6500 Highland Rd, Waterford Twp",4.6
227,Saskatoon,52.1333,-106.6833,Canada,Saskatoon John G. Diefenbaker International Airport,"2625 Airport Dr, Saskatoon",4.2
228,Longueuil,45.5333,-73.5167,Canada,Montréal-Pierre Elliott Trudeau International Airport,"Romeo-Vachon Blvd N, Dorval",4.0
229,Burnaby,49.2667,-122.9667,Canada,Abbotsford International Airport,"30440 Liberator Ave, Abbotsford",4.0
230,Regina,50.4547,-104.6067,Canada,Regina International Airport,"5201 Regina Ave, Regina",4.2
231,Richmond,49.1667,-123.1333,Canada,Bellingham International Airport,"4255 Mitchell Way, Bellingham",4.4
232,Richmond Hill,43.8667,-79.4333,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
233,Oakville,43.45,-79.6833,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
234,Burlington,43.3167,-79.8,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
235,Barrie,44.3711,-79.6769,Canada,Lake Simcoe Regional Airport,"30 Airport Rd, Oro Station",4.6
236,Oshawa,43.9,-78.85,Canada,Peterborough Airport,"590A Skyway Dr, Peterborough",4.6
237,Sherbrooke,45.4,-71.9,Canada,,,
238,Saguenay,48.4167,-71.0667,Canada,,,
239,Lévis,46.8,-71.1833,Canada,Québec City Jean Lesage International Airport,"505 Rue Principale, Québec",4.0
240,Kelowna,49.8881,-119.4956,Canada,Kelowna International Airport,"5533 Airport Way, Kelowna",4.1
241,Abbotsford,49.05,-122.3167,Canada,Bellingham International Airport,"4255 Mitchell Way, Bellingham",4.4
242,Coquitlam,49.2839,-122.7919,Canada,Abbotsford International Airport,"30440 Liberator Ave, Abbotsford",4.0
243,Trois-Rivières,46.35,-72.55,Canada,Aéroport de Trois-Rivières (YRQ),"3500 Chem. de l'Aéroport, Trois-Rivières",4.5
244,Guelph,43.55,-80.25,Canada,Region of Waterloo International Airport,"4881 Fountain St N #1, Breslau",4.2
245,Cambridge,43.3972,-80.3114,Canada,Region of Waterloo International Airport,"4881 Fountain St N #1, Breslau",4.2
246,Whitby,43.8833,-78.9417,Canada,Peterborough Airport,"590A Skyway Dr, Peterborough",4.6
247,Ajax,43.8583,-79.0364,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
248,Langley,49.1044,-122.5827,Canada,Bellingham International Airport,"4255 Mitchell Way, Bellingham",4.4
249,Saanich,48.483999999999995,-123.381,Canada,Victoria International Airport,"1640 Electra Blvd, Sidney",4.2
250,Terrebonne,45.7,-73.6333,Canada,Montréal-Pierre Elliott Trudeau International Airport,"Romeo-Vachon Blvd N, Dorval",4.0
251,Milton,43.5083,-79.8833,Canada,Toronto Pearson International Airport,"6301 Silver Dart Dr, Mississauga",3.7
252,St. John's,47.4817,-52.7971,Canada,St. John's International Airport,"100 World Pkwy, St. John's",4.1
253,Moncton,46.1328,-64.7714,Canada,Greater Moncton Roméo LeBlanc International Airport,"777 Aviation Ave #12, Dieppe",4.1
254,Santiago,-33.45,-70.6667,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
255,Puente Alto,-33.6167,-70.5833,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
256,Maipú,-33.5167,-70.7667,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
257,La Florida,-33.55,-70.5667,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
258,Antofagasta,-23.6464,-70.398,Chile,FBOANTOFAGASTA,"Camino a mejillones s/numero, Antofagasta",4.3
259,Viña del Mar,-33.0245,-71.5518,Chile,Aeropuerto de Concon,"Ruta 64, Concón",4.7
260,San Bernardo,-33.6,-70.7167,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
261,Valparaíso,-33.0458,-71.6197,Chile,Aeropuerto de Concon,"Ruta 64, Concón",4.7
262,Temuco,-38.7399,-72.5901,Chile,Araucanía Airport (Temuco),"Longitudinal Sur km 692, Freire",4.6
263,Las Condes,-33.4167,-70.5833,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
264,Rancagua,-34.1654,-70.7398,Chile,Isla Picton Airport,Quinta de Tilcoco,0.0
265,Concepción,-36.8271,-73.0503,Chile,Carriel Sur International Airport,"Av. Pdte. Jorge Alessandri Rodriguez 5001, Talcahuano",4.3
266,Talca,-35.4269,-71.6656,Chile,Colorado Airport,San Clemente,0.0
267,Coquimbo,-29.9532,-71.33800000000001,Chile,La Florida International Airport,"Aeropuerto La Florida - Coquimbo, La Serena",4.2
268,Arica,-18.4784,-70.3211,Chile,Aeropuerto Tacna,"WPXF+W3Q, Tacna",4.3
269,La Serena,-29.9027,-71.252,Chile,La Florida International Airport,"Aeropuerto La Florida - Coquimbo, La Serena",4.2
270,Iquique,-20.2141,-70.1524,Chile,Diego Aracena International Airport,"1, Iquique",3.9
271,Puerto Montt,-41.4718,-72.9396,Chile,El Tepual Airport,"Aeropuerto El Tepual - Puerto Montt Aeropuerto, Puerto Montt",4.2
272,Chillán,-36.6067,-72.1033,Chile,San Carlos Santa Marta Airport,"Mutupin, San Carlos",5.0
273,Calama,-22.4624,-68.9272,Chile,Airport El Loa Calama (CJC),Calama,4.2
274,Copiapó,-27.3665,-70.3323,Chile,Aeropuerto Desierto de Atacama,Caldera,4.2
275,Valdivia,-39.8142,-73.2459,Chile,Aeródromo Pichoy,"San José de Mariquina, Mariquina",4.0
276,Quilpué,-33.0498,-71.4415,Chile,Aeropuerto de Concon,"Ruta 64, Concón",4.7
277,Talcahuano,-36.7145,-73.1141,Chile,Carriel Sur International Airport,"Av. Pdte. Jorge Alessandri Rodriguez 5001, Talcahuano",4.3
278,Osorno,-40.5667,-73.15,Chile,Canal Bajo Carlos Hott Siebert Airport,"Aeropuerto de Osorno s/n, Osorno",4.1
279,Colina,-33.2,-70.6833,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
280,Los Ángeles,-37.4707,-72.3517,Chile,Maria Dolores Airport,"Los Ángeles, Los Angeles",4.2
281,Curicó,-34.9854,-71.2394,Chile,Teno Airport,Teno,0.0
282,Villa Alemana,-33.0428,-71.3744,Chile,,,
283,Melipilla,-33.7,-71.2167,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
284,Punta Arenas,-53.1627,-70.9081,Chile,Presidente Carlos Ibáñez del Campo International Airport,"KM 20.5, RN9 Norte, Punta Arenas",4.3
285,La Granja,-33.5431,-70.6319,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
286,Coronel,-37.0167,-73.1333,Chile,Carriel Sur International Airport,"Av. Pdte. Jorge Alessandri Rodriguez 5001, Talcahuano",4.3
287,Alto Hospicio,-20.25,-70.1167,Chile,Diego Aracena International Airport,"1, Iquique",3.9
288,Lo Barnechea,-33.35,-70.5167,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
289,Espejo,-33.5333,-70.7167,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
290,Buin,-33.7333,-70.75,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
291,San Joaquín,-33.5,-70.6167,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
292,La Reina,-33.45,-70.55,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
293,Peñaflor,-33.6167,-70.9167,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
294,San Antonio,-33.5809,-71.6132,Chile,,,
295,Chiguayante,-36.9167,-73.0167,Chile,Carriel Sur International Airport,"Av. Pdte. Jorge Alessandri Rodriguez 5001, Talcahuano",4.3
296,Ovalle,-30.6031,-71.203,Chile,El Tuqui Airport,"43, Guamalata, Ovalle",4.0
297,Linares,-35.8454,-71.5979,Chile,Retiro San Guillermo Airport,"San Ramón, Retiro",0.0
298,Quillota,-32.8799,-71.2474,Chile,Aeropuerto de Concon,"Ruta 64, Concón",4.7
299,San Felipe,-32.7507,-70.7251,Chile,,,
300,Coyhaique,-45.5712,-72.0685,Chile,Coihaique Airport,"Coyhaique, Coihaique",4.3
301,Los Andes,-32.8337,-70.5982,Chile,,,
302,San Fernando,-34.5839,-70.9891,Chile,Viñasutil Airport,Peralillo,5.0
303,Talagante,-33.6667,-70.9333,Chile,Santiago Airport,"Armando Cortinez Ote. 1704, Pudahuel",4.4
304,San José,9.9333,-84.0833,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
305,Puerto Limón,10.0022,-83.084,Costa Rica,Limon International Airport,"XX7F+6VX, Limon",4.3
306,Alajuela,10.0311,-84.2041,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
307,Liberia,10.6338,-85.4333,Costa Rica,Aeropuerto Internacional Daniel Oduber Quirós,Blvd. Aeropuerto,4.4
308,Puntarenas,9.9764,-84.8339,Costa Rica,Aeropuerto Las Piedras,"9Q4W+64P, Bagaces",0.0
309,Quesada,10.3305,-84.44,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
310,Buenos Aires,9.1985,-83.2816,Costa Rica,San Vito de Java Airport,"R2GR+WM2, San Vito",4.0
311,San Juan,9.9609,-84.0731,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
312,Cartago,9.8667,-83.9167,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
313,Cañas,10.43,-85.1,Costa Rica,Aeropuerto Internacional Daniel Oduber Quirós,Blvd. Aeropuerto,4.4
314,Heredia,9.9985,-84.1169,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
315,Colón,9.9096,-84.262,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
316,Santa Ana,9.932,-84.176,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
317,Santiago,9.8291,-84.3044,Costa Rica,Juan Santamaría International Airport (SJO),"XQXW+43V, Alajuela",4.4
318,Sixaola,9.5579,-82.6698,Costa Rica,Limon International Airport,"XX7F+6VX, Limon",4.3
319,Golfito,8.65,-83.15,Costa Rica,San Vito de Java Airport,"R2GR+WM2, San Vito",4.0
320,La Cruz,11.0704,-85.63,Costa Rica,Costa Esmeralda International Airport,"Km 16, Carretera Tola, Las Salinas Zipcode: 48500",4.3
321,Ciudad Cortés,8.96,-83.5239,Costa Rica,Palmar Sur Airport,"XG3M+QMC, Palmar Sur",4.2
322,Copenhagen,55.6805,12.5615,Denmark,Copenhagen Airport,"Lufthavnsboulevarden 6, Kastrup",4.1
323,Aarhus,56.1572,10.2107,Denmark,Aarhus Airport,"Ny Lufthavnsvej 24, Kolind",4.0
324,Odense,55.4004,10.3833,Denmark,Hans Christian Andersen Airport,"Lufthavnvej 131, Odense N",4.6
325,Aalborg,57.0337,9.9166,Denmark,Aalborg Airport,"Ny Lufthavnsvej 100, Nørresundby",4.5
326,Esbjerg,55.467,8.45,Denmark,Billund Lufthavn,"Passagerterminalen 10, Billund",4.4
327,Vejle,55.708999999999996,9.535,Denmark,Hans Christian Andersen Airport,"Lufthavnvej 131, Odense N",4.6
328,Roskilde,55.65,12.0833,Denmark,Copenhagen Airport,"Lufthavnsboulevarden 6, Kastrup",4.1
