city_ID,city,lat,lng,country,airport_name,airport_address,airport_rating
58,Sankt Pölten,48.2,15.6167,Austria,Krems Airport,"Flughafenstraße 15, Krems an der Donau",4.8
59,Dornbirn,47.4167,9.75,Austria,Bodensee Airport Friedrichshafen,"Am Flugpl. 64, Friedrichshafen",4.3
60,Wiener Neustadt,47.8167,16.25,Austria,Vienna International Airport,Schwechat,4.1
61,Steyr,48.05,14.4167,Austria,Linz Airport,"Flughafenstraße 1, Hörsching",4.3
62,Bregenz,47.505,9.7492,Austria,Bodensee Airport Friedrichshafen,"Am Flugpl. 64, Friedrichshafen",4.3
63,Leonding,48.2792,14.2528,Austria,Linz Airport,"Flughafenstraße 1, Hörsching",4.3
64,Klosterneuburg,48.3042,16.3167,Austria,Vienna International Airport,Schwechat,4.1
65,Wolfsberg,46.8419,14.8408,Austria,Klagenfurt Airport,"Flughafenstraße 60-64, Klagenfurt am Wörthersee",4.1
66,Leoben,47.3817,15.0972,Austria,Graz Airport,Feldkirchen bei Graz,4.4
67,Krems an der Donau,48.4167,15.6167,Austria,Krems Airport,"Flughafenstraße 15, Krems an der Donau",4.8
68,Traun,48.2217,14.2397,Austria,Linz Airport,"Flughafenstraße 1, Hörsching",4.3
69,Amstetten,48.1167,14.8667,Austria,Linz Airport,"Flughafenstraße 1, Hörsching",4.3
70,Lustenau,47.4271,9.6711,Austria,Bodensee Airport Friedrichshafen,"Am Flugpl. 64, Friedrichshafen",4.3
71,Kapfenberg,47.4394,15.2894,Austria,Graz Airport,Feldkirchen bei Graz,4.4
72,Hallein,47.6667,13.0833,Austria,Salzburg Airport,"Innsbrucker Bundesstraße 95, Salzburg",4.1
73,Mödling,48.0856,16.2831,Austria,Vienna International Airport,Schwechat,4.1
74,Kufstein,47.5833,12.1667,Austria,Zell am See Airport,"Kaprunerstraße 15, Zell am See",4.5
75,Traiskirchen,48.0189,16.2922,Austria,Vienna International Airport,Schwechat,4.1
76,Schwechat,48.1411,16.4786,Austria,Vienna International Airport,Schwechat,4.1
77,Braunau am Inn,48.2583,13.0333,Austria,Vilshofen Airport,"Am Flugpl. 1, Vilshofen an der Donau",4.6
78,Stockerau,48.3858,16.2108,Austria,Vienna International Airport,Schwechat,4.1
79,Saalfelden am Steinernen Meer,47.4269,12.8483,Austria,Salzburg Airport,"Innsbrucker Bundesstraße 95, Salzburg",4.1
80,Hohenems,47.3667,9.6667,Austria,Bodensee Airport Friedrichshafen,"Am Flugpl. 64, Friedrichshafen",4.3
81,Ansfelden,48.2083,14.2889,Austria,Linz Airport,"Flughafenstraße 1, Hörsching",4.3
82,Bruck an der Mur,47.4106,15.2686,Austria,Graz Airport,Feldkirchen bei Graz,4.4
83,Telfs,47.3069,11.0722,Austria,Innsbruck Airport,"Fürstenweg 180, Innsbruck",4.2
84,Spittal an der Drau,46.7917,13.4958,Austria,Airport Mauterndorf,"Flugplatzstraße 458, Mauterndorf",4.6
85,Perchtoldsdorf,48.1167,16.2667,Austria,Vienna International Airport,Schwechat,4.1
86,Ternitz,47.7167,16.0333,Austria,Vienna International Airport,Schwechat,4.1
87,Bludenz,47.1533,9.8219,Austria,St. Gallen–Altenrhein Airport,"Flughafenstrasse 11, Thal",4.5
88,Eisenstadt,47.8456,16.5189,Austria,Vienna International Airport,Schwechat,4.1
89,Feldkirchen,46.7236,14.0919,Austria,Klagenfurt Airport,"Flughafenstraße 60-64, Klagenfurt am Wörthersee",4.1
90,Bad Ischl,47.7115,13.6239,Austria,Salzburg Airport,"Innsbrucker Bundesstraße 95, Salzburg",4.1
91,Hall in Tirol,47.2833,11.5,Austria,Innsbruck Airport,"Fürstenweg 180, Innsbruck",4.2
92,Wörgl,47.4831,12.0664,Austria,Kufstein-Langkampfen Airport,"Kufsteiner Str. 42, Langkampfen",4.9
93,Schwaz,47.35,11.7,Austria,Innsbruck Airport,"Fürstenweg 180, Innsbruck",4.2
